name,skills,project_count,internship,communication,branch,cgpa,certificates,backlogs,marks_10,marks_12,interest_domain,placed
Rahul Rao,"CSS, HTML, Cyber Security",0,Yes,4,CSE,8.69,"freeCodeCamp Certificate, NPTEL DBMS",No,99.0,84.93,Web Development,1
Rohit Chopra,"JavaScript, Hadoop, Spark",0,No,3,Civil,8.88,Android Certification,No,80.88,96.6,Big Data Analytics,1
Kabir Desai,"CSS, Digital Marketing",2,No,2,Civil,7.08,UI/UX Design Certificate,No,79.6,75.61,Digital Marketing,1
Tanvi Khan,"Linux, Networking",0,No,4,IT,6.18,Certified Ethical Hacker,No,75.35,68.81,Cyber Security,1
Aditya Mehta,"Automation, CSS",1,Yes,4,Electrical,6.85,Certified Ethical Hacker,No,79.42,76.94,Web Development,1
Rahul Das,"Blockchain, Machine Learning",4,Yes,5,Civil,8.03,Google UX Design,Yes,76.57,84.15,Artificial Intelligence,1
Ananya Chopra,Spark,1,No,2,CSE,6.68,Google IT Support Certificate,No,84.83,61.57,Big Data Analytics,0
Tara Garg,"Machine Learning, Embedded Systems, Data Analysis, Deep Learning, Node.js",1,Yes,4,Mechanical,5.99,Kaggle Micro-Course,Yes,80.55,70.24,Machine Learning,1
Kabir Sharma,"Android Development, Data Analysis, iOS Development, Java, Swift",3,Yes,3,IT,6.69,"Tableau Certification, Coursera ML, Coursera Python",No,83.74,74.33,Mobile Application Development,1
Kabir Sharma,"Node.js, Unity, Swift",1,No,4,Electrical,5.05,Deep Learning Specialization,Yes,70.11,62.58,Software Testing,1
Rohit Roy,,3,Yes,4,Electrical,6.78,Udemy Full Stack,No,73.72,73.46,Automation,0
Pooja Garg,SEO,0,No,3,ECE,8.15,Java Programming Masterclass,No,74.53,93.09,Digital Marketing,0
Manish Roy,"Node.js, Embedded Systems, Java, Machine Learning",0,No,4,Mechanical,7.08,PMP Certification,No,75.39,73.87,Game Development,0
Aarav Garg,"Transformers, Embedded Systems, TensorFlow, Python",1,Yes,2,Civil,7.51,Coursera ML,No,74.39,77.83,Natural Language Processing (NLP),1
Tanvi Singh,"Java, Linux, Blockchain",2,Yes,5,CSE,6.63,PMP Certification,No,83.19,73.01,Blockchain Technology,0
Aditya Nair,"Hadoop, Big Data, Spark",0,No,1,Mechanical,6.72,Power BI Certification,No,80.9,75.33,Big Data Analytics,0
Rahul Garg,"Linux, Digital Marketing",0,No,5,Other,7.43,Certified Ethical Hacker,No,85.43,68.03,Digital Marketing,0
Isha Bhat,"UI/UX Design, Figma, Solidity",3,No,5,Mechanical,4.85,TensorFlow Specialization,No,72.43,66.28,UI/UX Design,1
Ananya Shah,"C++, SQL, Database Design, Kotlin",3,Yes,3,Civil,6.9,Coursera ML,No,84.06,80.29,Database Management,0
Manish Garg,"Transformers, Spark, CI/CD, Python",1,Yes,3,Other,6.62,Java Programming Masterclass,No,85.12,70.13,Natural Language Processing (NLP),1
Kabir Saxena,Cisco,3,No,2,Mechanical,7.5,Google IT Support Certificate,No,85.49,77.12,Networking,0
Prachi Nair,"UI/UX Design, Figma",3,No,3,IT,5.51,Tableau Certification,Yes,71.2,63.39,UI/UX Design,0
Aarav Joshi,"C++, Cisco",2,Yes,2,ECE,8.2,PMP Certification,No,76.83,87.22,Networking,1
Aarav Joshi,Python,2,No,2,Civil,6.53,Python for Everybody,No,75.24,74.87,Electronics Design,0
Tanvi Rao,"Kotlin, Network Security",1,No,2,Other,8.6,Power BI Certification,No,75.84,76.58,Networking,0
Prachi Verma,"React, Power BI, Linux",3,Yes,4,Other,5.9,Java Programming Masterclass,Yes,74.34,74.39,Cloud Computing,1
Riya Singh,Python,2,Yes,3,Other,6.81,Certified Ethical Hacker,No,92.77,69.38,Electronics Design,0
Kavya Mehta,"Hardware, IT Support, Networking",0,No,3,ECE,5.89,UI/UX Design Certificate,Yes,79.3,63.42,Information Technology (IT) Support,1
Maya Shah,C++,0,No,2,Mechanical,6.57,AWS Certified Solutions Architect,No,86.61,66.1,Blockchain Technology,0
Karan Nair,"Embedded Systems, C/C++",2,No,2,Electrical,6.22,Coursera ML,Yes,88.29,67.88,Embedded Systems,0
Rohit Iyer,"SQL, Data Analysis, Unity, Linux, Python",2,Yes,4,ECE,8.83,Cisco CCNA,Yes,67.56,88.78,Data Science,1
Riya Kapoor,"PyTorch, Linux",1,No,2,CSE,8.43,Data Science Professional Certificate,No,77.29,84.11,Cyber Security,1
Tanvi Nair,"Linux, Kubernetes, Machine Learning",1,No,4,IT,7.68,Coursera Python,No,75.19,79.49,Cloud Computing,1
Ishaan Mehta,Embedded Systems,0,No,4,IT,6.24,Google IT Support Certificate,No,85.59,65.17,Internet of Things (IoT),0
Sakshi Kumar,,2,Yes,3,IT,8.83,TensorFlow Specialization,No,69.3,99.0,Automation,0
Leena Kapoor,"React, Big Data, Deep Learning, Spark, Hadoop",0,Yes,4,Electrical,6.02,Java Programming Masterclass,No,78.34,72.21,Big Data Analytics,0
Leena Bhat,"Java, Kotlin",0,No,3,ECE,6.16,NPTEL DBMS,No,86.29,68.28,Mobile Application Development,1
Leena Kumar,"Deep Learning, Android Development",0,No,2,Electrical,7.78,Certified Ethical Hacker,No,73.85,81.65,Game Development,1
Kavya Desai,"Cloud Computing, Linux",0,No,4,IT,5.59,NPTEL DBMS,Yes,72.82,59.26,Cloud Computing,0
Vedant Pandey,"React, JavaScript, Unity, CSS, HTML",1,Yes,3,CSE,6.76,Coursera ML,No,87.01,75.3,Web Development,1
Aditya Singh,"Linux, Cyber Security, Networking",0,No,4,IT,6.88,Deep Learning Specialization,No,80.83,75.99,Cyber Security,0
Rohit Jain,"Data Analysis, Control Systems, AWS, Python",1,No,2,ECE,7.02,Data Science Professional Certificate,Yes,74.63,80.77,Robotics,0
Leena Malhotra,"Java, Android Development",4,Yes,5,Civil,6.7,CS50 Certificate,No,68.16,71.7,Mobile Application Development,0
Kavya Malhotra,Python,3,No,4,Civil,9.54,AWS Cloud Practitioner,No,96.49,88.21,Robotics,1
Karan Verma,TensorFlow,0,No,1,Mechanical,8.31,TensorFlow Specialization,No,76.94,85.85,Project Management,0
Tara Kapoor,"Android Development, TensorFlow, Unity, PyTorch, Linux, Docker, Kubernetes, CI/CD, Cloud Computing",1,No,3,Civil,7.39,Deep Learning Specialization,Yes,73.27,78.68,Cloud Computing,0
Pooja Shah,"C++, SQL, CSS",0,No,2,Mechanical,9.17,freeCodeCamp Certificate,No,77.81,91.26,Web Development,0
Simran Rao,Java,1,Yes,3,ECE,6.88,Data Science Professional Certificate,No,70.66,75.2,Automation,1
Vihaan Rao,"Arduino, Python, Data Structures, C++, Cyber Security",1,No,3,ECE,7.73,"Power BI Certification, Certified Ethical Hacker",No,82.78,79.59,Software Development,1
Aarav Joshi,"VHDL, Solidity, Swift",2,Yes,3,Civil,7.88,"freeCodeCamp Certificate, Google UX Design",No,71.78,88.64,Blockchain Technology,0
Tara Nair,React,0,No,3,Mechanical,7.96,Deep Learning Specialization,No,74.28,86.96,Hardware Design,0
Simran Sharma,"iOS Development, Cyber Security, Linux, Kotlin",0,Yes,5,CSE,5.4,PMP Certification,Yes,76.06,61.17,Cyber Security,1
Maya Joshi,"C++, Docker",0,No,4,CSE,7.63,Android Certification,No,79.52,78.35,DevOps,1
Ishaan Bhatt,"C/C++, Selenium",1,No,3,Other,7.51,Udemy Full Stack,No,74.96,85.25,Internet of Things (IoT),1
Vedant Sharma,"Docker, Linux, Kubernetes",0,No,3,Civil,6.92,Java Programming Masterclass,Yes,78.8,71.99,Cloud Computing,0
Maya Roy,"Agile, Spark",2,No,2,Other,8.41,Certified Ethical Hacker,No,79.96,85.21,Project Management,0
Sneha Patel,"Networking, Java, Linux, OpenCV, Cyber Security",2,Yes,3,Civil,7.42,Tableau Certification,No,90.7,76.11,Cyber Security,1
Riya Kumar,Node.js,2,Yes,5,Electrical,7.99,Google IT Support Certificate,No,81.15,79.68,Database Management,0
Riya Saxena,"Kotlin, Figma, AWS, Kubernetes, UI/UX Design",0,Yes,4,CSE,6.37,AWS Cloud Practitioner,Yes,75.44,72.37,UI/UX Design,1
Isha Joshi,Kubernetes,2,Yes,4,IT,8.29,NPTEL DBMS,No,90.37,83.6,Automation,0
Maya Roy,"JavaScript, TensorFlow, HTML",0,No,2,IT,6.27,PMP Certification,No,66.6,71.43,Web Development,0
Maya Sharma,"Hardware, IT Support, Networking",1,Yes,2,Mechanical,8.73,TensorFlow Specialization,No,80.58,95.34,Information Technology (IT) Support,1
Karan Roy,"Machine Learning, Python, Deep Learning, Spark, Node.js",1,No,4,Other,7.17,Python for Everybody,No,69.16,83.43,Machine Learning,1
Riya Desai,"Networking, Data Analysis, Power BI, SEO, Digital Marketing",1,Yes,1,Electrical,7.51,UI/UX Design Certificate,No,75.61,75.83,Digital Marketing,0
Rohit Verma,ETL,0,No,3,Other,7.62,Google IT Support Certificate,No,82.23,87.78,Automation,1
Vihaan Das,"C++, Java, ETL, Python",2,Yes,2,CSE,6.97,UI/UX Design Certificate,No,79.1,77.9,Software Development,0
Aarav Desai,"Docker, Linux",2,Yes,3,ECE,8.14,CS50 Introduction to CS,No,74.49,81.82,Cloud Computing,0
Ananya Desai,Networking,0,Yes,3,Other,7.02,Coursera Python,No,64.9,66.18,Cyber Security,1
Riya Chopra,"Deep Learning, OpenCV, Computer Vision",2,No,5,Civil,5.94,"Cisco CCNA, fast.ai course, Power BI Certification",Yes,63.37,69.61,Computer Vision,0
Rohit Nair,"Networking, Machine Learning, Python, Deep Learning, Computer Vision",0,No,5,Other,7.11,"fast.ai course, Google IT Support",No,82.93,76.77,Artificial Intelligence,0
Ishaan Chopra,"Docker, Linux, Kubernetes",2,Yes,3,Civil,6.01,UI/UX Design Certificate,No,89.96,69.66,Cloud Computing,0
Kavya Pandey,"VHDL, Deep Learning, Data Analysis, Kubernetes",1,Yes,1,Electrical,5.96,Java Programming Masterclass,Yes,75.01,60.1,Machine Learning,1
Riya Pandey,"Embedded Systems, Cisco, Network Security",3,Yes,5,ECE,6.87,Coursera Python,No,70.99,75.79,Networking,1
Kavya Singh,,2,Yes,3,Mechanical,7.55,freeCodeCamp Certificate,No,83.18,73.32,Networking,0
Aarav Sharma,Azure,1,No,4,IT,7.45,Python for Everybody,No,79.2,82.45,Augmented Reality (AR) / Virtual Reality (VR),0
Rahul Malhotra,"CI/CD, Docker, Cyber Security, Kubernetes",3,Yes,4,Electrical,8.77,Google IT Support Certificate,No,89.55,77.77,DevOps,1
Aditya Malhotra,"Hadoop, Python",2,Yes,2,Mechanical,5.98,Cisco CCNA,Yes,83.77,69.62,Robotics,1
Arjun Gupta,Docker,2,No,2,Mechanical,5.76,PMP Certification,No,86.79,62.59,Game Development,0
Sakshi Jain,"Android Development, Kotlin, Java, PyTorch, Cyber Security, Swift",0,No,3,Other,7.44,Data Science Professional Certificate,No,86.51,75.15,Mobile Application Development,1
Sakshi Bhat,"iOS Development, Linux, Networking, Network Security",1,No,4,Other,8.46,PMP Certification,No,66.71,87.89,Networking,0
Kavya Roy,Java,4,Yes,4,Mechanical,6.68,"IBM Data Science Professional Certificate, Google UX Design",No,77.72,69.07,Project Management,1
Aarav Bhatt,"NLP, Python, Kotlin",0,No,3,Electrical,8.32,Google IT Support Certificate,Yes,75.63,81.56,Internet of Things (IoT),0
Sakshi Jain,"Control Systems, Figma, Python",0,Yes,2,Mechanical,7.55,"Cisco CCNA, freeCodeCamp Certificate",No,84.18,69.66,Robotics,0
Simran Chopra,"TensorFlow, Android Development",2,No,3,Other,6.93,Data Science Professional Certificate,No,80.35,79.91,Automation,0
Kavya Kumar,"Selenium, Python, Kotlin",1,Yes,4,Civil,7.34,CS50 Introduction to CS,No,76.55,73.81,Electronics Design,1
Tara Singh,"Docker, Figma, Kubernetes",2,Yes,4,Electrical,5.78,Java Programming Masterclass,Yes,78.35,57.5,DevOps,0
Aditya Saxena,"Data Analysis, Kubernetes, Network Security",2,Yes,4,Civil,7.31,Java Programming Masterclass,No,75.85,79.0,Networking,0
Kabir Gupta,"JavaScript, iOS Development, HTML",1,No,2,Mechanical,8.34,"Coursera Python, Azure Fundamentals, TensorFlow Specialization",No,79.95,93.2,Web Development,1
Sakshi Saxena,"Automation, Java, Linux, Spark, Kubernetes, Software Testing, Swift",0,No,3,ECE,8.06,Python for Everybody,No,84.07,87.52,Software Testing,1
Maya Mehta,Selenium,2,No,1,ECE,7.89,PMP Certification,No,81.31,76.75,Software Testing,0
Prachi Jain,Tableau,0,No,3,ECE,8.82,Java Programming Masterclass,No,72.7,85.69,Augmented Reality (AR) / Virtual Reality (VR),0
Riya Iyer,,1,No,4,Electrical,5.84,Java Programming Masterclass,Yes,84.79,65.89,Information Technology (IT) Support,0
Sakshi Das,Selenium,1,No,2,Electrical,6.76,PMP Certification,No,73.05,71.23,Software Testing,0
Karan Bhat,SEO,2,Yes,4,Electrical,8.48,Deep Learning Specialization,No,82.09,82.78,Digital Marketing,0
Kabir Sharma,"Figma, Networking, Network Security",2,Yes,5,Civil,7.37,Kaggle Micro-Course,No,82.02,65.64,Networking,1
Maya Joshi,"NLP, Docker, Python",2,No,3,Civil,8.39,UI/UX Design Certificate,No,81.53,90.7,Natural Language Processing (NLP),1
Vedant Pandey,"Big Data, Spark",3,Yes,5,Other,5.67,Python for Everybody,Yes,76.65,60.74,Big Data Analytics,0
Maya Chopra,Docker,1,Yes,3,Other,8.48,"CS50 Certificate, freeCodeCamp Certificate",No,76.52,90.59,Information Technology (IT) Support,1
Riya Kumar,"Transformers, NLP",1,Yes,4,CSE,7.58,Certified Ethical Hacker,No,83.02,80.65,Natural Language Processing (NLP),0
Prachi Das,"Hadoop, Data Analysis, Kubernetes, Machine Learning",2,Yes,2,Mechanical,6.72,AWS Certified Solutions Architect,No,78.02,66.74,Machine Learning,0
Arjun Pandey,"SQL, Data Analysis, SEO, Machine Learning",2,Yes,4,Other,5.61,PMP Certification,No,79.61,75.55,Data Science,1
Sakshi Patel,"JavaScript, CSS, Kubernetes",1,No,3,IT,7.1,"Tableau Certification, Udemy Full Stack, Android Certification",No,71.44,66.02,Web Development,1
Tara Desai,"Networking, Angular, iOS Development, Figma, Hardware",2,Yes,3,Electrical,8.15,IBM Data Science Professional Certificate,No,77.02,80.82,Information Technology (IT) Support,1
Vedant Verma,iOS Development,0,No,4,Mechanical,6.51,Coursera Python,No,91.25,67.35,Robotics,0
Aditya Desai,Figma,2,Yes,1,Other,8.75,Java Programming Masterclass,No,80.3,99.0,Automation,1
Karan Das,"JavaScript, Selenium",0,Yes,2,IT,5.38,"Azure Fundamentals, fast.ai course, Coursera ML",Yes,79.77,61.07,Software Testing,0
Vedant Iyer,Azure,0,No,4,Mechanical,6.28,AWS Certified Solutions Architect,No,88.3,70.67,Augmented Reality (AR) / Virtual Reality (VR),0
Vedant Khan,"CI/CD, Docker, Power BI",1,Yes,5,IT,8.63,CS50 Introduction to CS,No,85.24,81.31,DevOps,1
Sakshi Garg,Hadoop,4,No,4,Other,6.24,"freeCodeCamp Certificate, Azure Fundamentals, PMP basics",Yes,83.83,55.56,Augmented Reality (AR) / Virtual Reality (VR),0
Kavya Pandey,HTML,0,No,4,Civil,6.14,Cisco CCNA,No,75.76,66.75,Hardware Design,1
Ishaan Iyer,"Machine Learning, Data Analysis, Python, Deep Learning, C++",0,No,5,Electrical,5.47,Deep Learning Specialization,No,92.93,53.74,Machine Learning,1
Isha Mehta,"Cryptography, Blockchain",0,No,3,Civil,8.6,IBM Data Science Professional Certificate,No,90.7,86.71,Blockchain Technology,0
Vedant Roy,"CSS, HTML, Kubernetes",2,Yes,2,Civil,6.32,Android Certification,No,75.66,69.92,Web Development,0
Simran Roy,Swift,3,No,3,Mechanical,8.58,PMP Certification,No,74.52,87.96,Embedded Systems,0
Vihaan Verma,"VHDL, Embedded Systems",0,No,3,IT,5.23,"Coursera Python, Google IT Support, Certified Ethical Hacker",No,81.32,67.51,Embedded Systems,0
Tara Desai,Node.js,0,No,5,Other,9.93,Deep Learning Specialization,No,79.2,99.0,Software Testing,0
Simran Bhatt,ETL,3,Yes,5,CSE,7.32,Kaggle Micro-Course,No,84.34,68.59,Data Engineering,0
Ananya Mehta,"Cloud Computing, Linux",0,No,3,IT,8.43,Cisco CCNA,Yes,87.11,76.14,Cloud Computing,0
Neha Singh,CSS,2,Yes,2,Electrical,7.92,Data Science Professional Certificate,No,80.45,81.02,Game Development,1
Kavya Roy,"CI/CD, Hadoop, Solidity",1,Yes,1,Mechanical,8.9,Deep Learning Specialization,No,76.7,91.33,Blockchain Technology,0
Maya Patel,"Java, Android Development, Swift",0,No,5,IT,7.04,"Azure Fundamentals, IBM Data Science Professional Certificate, Google UX Design",No,72.18,70.91,Mobile Application Development,0
Neha Roy,Deep Learning,2,No,3,IT,5.02,Udemy Full Stack,No,87.03,59.16,Electronics Design,1
Prachi Kumar,"Data Analysis, Python, Machine Learning",3,No,4,CSE,7.43,freeCodeCamp Certificate,No,79.1,80.58,Machine Learning,1
Tara Saxena,,2,No,3,Mechanical,6.46,CS50 Introduction to CS,No,85.13,60.82,Internet of Things (IoT),1
Kavya Rao,Transformers,2,No,2,IT,7.08,PMP Certification,No,82.39,80.49,Natural Language Processing (NLP),0
Vedant Roy,Figma,0,No,4,Civil,6.86,Python for Everybody,No,87.54,63.01,Electronics Design,0
Sneha Saxena,"C++, Data Structures, Automation, Azure",1,Yes,3,ECE,5.69,freeCodeCamp Certificate,No,83.87,63.33,Software Development,0
Maya Desai,"CI/CD, Docker",1,No,2,CSE,8.79,Google IT Support Certificate,No,81.77,88.12,DevOps,0
Rohit Jain,Selenium,2,Yes,3,Other,7.29,"Google UX Design, TensorFlow Specialization",No,82.29,84.77,Software Testing,0
Sneha Kumar,"Deep Learning, Computer Vision, Spark, Python",2,Yes,4,Mechanical,7.83,Certified Ethical Hacker,No,77.67,75.42,Artificial Intelligence,1
Tanvi Kumar,"Big Data, SQL, Android Development",1,No,3,CSE,6.72,Data Science Professional Certificate,No,79.39,70.3,Data Engineering,1
Vihaan Iyer,"Hadoop, Big Data, Figma, Spark",2,No,3,Civil,7.26,UI/UX Design Certificate,No,84.25,70.53,Big Data Analytics,1
Pooja Khan,"C++, SQL, Database Design",1,Yes,4,IT,7.02,Kaggle Micro-Course,No,78.83,74.6,Database Management,0
Prachi Joshi,"SQL, Data Analysis, Python, Machine Learning",4,Yes,4,Civil,8.45,fast.ai course,No,70.06,89.99,Data Science,1
Sakshi Verma,"Agile, C++, Selenium, Project Management",0,Yes,4,Civil,7.56,Android Certification,No,77.2,73.2,Project Management,1
Aditya Desai,SQL,0,No,3,IT,6.64,Python for Everybody,No,75.13,63.29,Database Management,0
Rahul Bhat,"NLP, Python",0,Yes,4,Civil,7.05,Power BI Certification,No,65.3,72.37,Natural Language Processing (NLP),1
Rahul Kumar,Figma,3,No,3,CSE,8.51,AWS Certified Solutions Architect,No,81.37,83.54,UI/UX Design,1
Isha Bhat,Python,2,Yes,5,ECE,8.81,Power BI Certification,No,81.33,82.65,Game Development,0
Manish Garg,"OpenCV, NLP",1,No,2,Other,7.3,AWS Cloud Practitioner,No,89.42,75.31,Computer Vision,1
Vihaan Mehta,Cyber Security,2,No,4,ECE,4.7,Data Science Professional Certificate,Yes,74.88,65.39,Digital Marketing,0
Simran Verma,"SQL, Python, Networking, ETL",2,No,3,Civil,8.2,UI/UX Design Certificate,No,86.21,78.73,Data Engineering,1
Riya Pandey,"Angular, Docker, Kubernetes, CI/CD, Hadoop",2,No,2,ECE,8.9,Google IT Support Certificate,No,81.9,88.06,DevOps,0
Arjun Pandey,"OpenCV, Android Development",2,Yes,4,IT,7.23,Google UX Design,No,81.47,82.27,Augmented Reality (AR) / Virtual Reality (VR),1
Rohit Khan,"Angular, Kubernetes, Data Analysis, Python",0,No,5,ECE,5.34,PMP Certification,Yes,89.25,68.76,Machine Learning,0
Sakshi Chopra,"Big Data, SQL",0,Yes,4,Civil,6.22,Google UX Design,No,80.51,47.5,Data Engineering,0
Karan Iyer,Machine Learning,1,No,3,Electrical,6.96,freeCodeCamp Certificate,No,76.35,67.0,Game Development,1
Karan Singh,"Angular, Deep Learning, OpenCV, Spark, Tableau",4,No,3,CSE,7.89,Google IT Support Certificate,No,67.71,89.02,Big Data Analytics,0
Sneha Roy,"CI/CD, Docker",3,Yes,2,IT,8.47,"Google UX Design, Power BI Certification",No,81.92,87.7,DevOps,1
Neha Khan,Node.js,1,No,2,ECE,7.7,UI/UX Design Certificate,No,72.34,84.27,Business Intelligence,0
Tara Malhotra,"Angular, Embedded Systems, Unity, C/C++",2,Yes,3,Other,7.67,fast.ai course,No,86.47,71.35,Embedded Systems,1
Rohit Kumar,"Embedded Systems, Python, Blockchain",3,No,2,IT,5.45,Python for Everybody,No,90.41,59.48,Internet of Things (IoT),0
Riya Patel,"Agile, Selenium, Project Management, Android Development",3,Yes,5,Mechanical,6.43,Data Science Professional Certificate,No,73.86,81.6,Project Management,1
Aditya Bhatt,"Swift, Java, Kotlin",1,Yes,3,Mechanical,4.35,freeCodeCamp Certificate,Yes,68.07,64.65,Mobile Application Development,1
Tara Joshi,SQL,1,No,4,IT,5.99,AWS Certified Solutions Architect,Yes,86.32,61.42,Augmented Reality (AR) / Virtual Reality (VR),0
Sneha Singh,Android Development,2,Yes,3,CSE,7.94,UI/UX Design Certificate,No,94.18,80.56,Computer Vision,0
Riya Chopra,"CSS, ETL",2,No,4,Other,6.33,Udemy Full Stack,No,77.38,77.88,Web Development,1
Kavya Garg,"PyTorch, Docker, Android Development",2,Yes,4,Civil,10.0,Python for Everybody,No,82.64,92.91,DevOps,0
Ishaan Bhat,CI/CD,3,Yes,4,IT,7.79,AWS Certified Solutions Architect,No,94.84,76.57,Big Data Analytics,1
Ananya Kumar,"Java, Android Development",2,No,3,IT,7.13,Google IT Support Certificate,No,82.65,70.09,Mobile Application Development,0
Sneha Bhatt,"Cyber Security, SQL, Data Analysis, Python",2,No,3,IT,6.61,UI/UX Design Certificate,No,81.12,75.3,Data Science,0
Ishaan Verma,"Selenium, JavaScript, Unity, CSS, HTML",3,Yes,3,Other,7.97,IBM Data Science Professional Certificate,No,91.42,91.68,Web Development,1
Leena Bhatt,"SQL, Figma, Docker, CSS, CI/CD",2,Yes,3,ECE,7.31,AWS Certified Solutions Architect,No,73.57,77.64,Augmented Reality (AR) / Virtual Reality (VR),1
Sakshi Kumar,SEO,3,Yes,5,Other,8.11,"IBM Data Science Professional Certificate, PMP basics, Certified Ethical Hacker",No,81.06,78.64,Embedded Systems,0
Ishaan Rao,"Deep Learning, Power BI",2,Yes,4,ECE,5.86,Google UX Design,Yes,85.15,69.18,Game Development,0
Kavya Saxena,Embedded Systems,2,Yes,3,Mechanical,7.46,PMP basics,No,73.6,79.62,Business Intelligence,1
Aditya Bhat,"Embedded Systems, Unity, Hardware",0,No,4,CSE,7.14,Python for Everybody,No,83.62,68.6,Information Technology (IT) Support,1
Kabir Shah,"Data Analysis, Python",1,No,1,ECE,6.25,PMP basics,No,81.6,69.52,Data Science,1
Kabir Kapoor,"C++, React, Solidity",0,No,2,Mechanical,4.76,Google IT Support Certificate,Yes,80.8,56.12,Hardware Design,0
Rohit Gupta,"C++, Linux, Cyber Security, Networking",2,Yes,2,Electrical,8.73,"Udemy Full Stack, CS50 Certificate",No,72.99,82.72,Cyber Security,1
Vedant Pandey,Java,3,Yes,3,IT,8.87,Java Programming Masterclass,No,83.92,84.38,Augmented Reality (AR) / Virtual Reality (VR),0
Kavya Chopra,"SQL, Database Design",2,Yes,4,Electrical,5.12,"Power BI Certification, Certified Ethical Hacker, Kaggle Micro-Course",No,82.55,61.8,Database Management,1
Rahul Malhotra,Solidity,0,Yes,1,Electrical,5.14,CS50 Certificate,No,81.01,65.56,Hardware Design,0
Neha Malhotra,"Embedded Systems, Data Analysis, C/C++, Figma",3,No,4,IT,7.88,Data Science Professional Certificate,No,74.77,84.16,Internet of Things (IoT),0
Prachi Nair,Automation,2,No,2,CSE,8.31,Certified Ethical Hacker,No,77.14,75.2,Automation,1
Pooja Garg,"Spark, Data Analysis",1,Yes,3,Civil,6.67,PMP Certification,No,83.52,77.03,Big Data Analytics,1
Sneha Patel,"Unity, Cyber Security",0,No,4,CSE,8.45,"PMP basics, Coursera Python",No,79.44,79.67,Software Testing,1
Rahul Malhotra,"Automation, Python, Android Development",3,Yes,3,ECE,5.88,Google IT Support Certificate,Yes,71.4,65.48,Software Testing,1
Kavya Saxena,"Linux, Cyber Security, Networking",0,No,4,Electrical,9.0,Java Programming Masterclass,No,75.42,85.14,Cyber Security,0
Vihaan Patel,"UI/UX Design, Selenium, Data Analysis, Figma",3,No,4,CSE,7.68,Android Certification,No,85.14,79.14,UI/UX Design,1
Pooja Bhatt,Hardware,2,Yes,5,IT,7.04,AWS Certified Solutions Architect,No,81.81,76.93,Information Technology (IT) Support,0
Maya Kapoor,"Networking, JavaScript, Linux, Deep Learning, Cyber Security",3,Yes,5,ECE,7.6,UI/UX Design Certificate,No,90.39,75.24,Cyber Security,0
Leena Malhotra,"C++, Kotlin",1,No,4,Mechanical,7.83,PMP basics,No,88.87,78.42,Data Engineering,0
Sakshi Malhotra,"C++, Java, Python",3,Yes,2,Civil,6.29,Coursera ML,No,67.08,87.82,Software Development,0
